aar;geografi;alder;kjoenn;andel_sysselsatte;antall_sysselsatte;bosatte_totalt
2024;Ljan;25-39 år;Kvinne;80.1;398;497
2024;Ljan;25-39 år;Mann;80.8;404;500
2024;Ljan;40-49 år;Begge kjønn;87.1;761;874
2024;Ljan;40-49 år;Kvinne;86.3;398;461
2024;Ljan;40-49 år;Mann;87.9;363;413
2024;Ljan;50-59 år;Begge kjønn;86.8;730;841
2024;Ljan;50-59 år;Kvinne;86.8;363;418
2024;Ljan;50-59 år;Mann;86.8;367;423
2024;Ljan;60-74 år;Begge kjønn;52.0;545;1049
2024;Ljan;60-74 år;Kvinne;44.1;238;540
2024;Ljan;60-74 år;Mann;60.3;307;509
2024;Nordstrand;Alder i alt;Begge kjønn;70.2;4070;5795
2024;Nordstrand;Alder i alt;Kvinne;68.2;2019;2959
2024;Nordstrand;Alder i alt;Mann;72.3;2051;2836
2024;Nordstrand;15-24 år;Begge kjønn;51.3;443;864
2024;Nordstrand;15-24 år;Kvinne;51.3;223;435
2024;Nordstrand;15-24 år;Mann;51.3;220;429
2024;Nordstrand;25-39 år;Begge kjønn;81.1;1031;1272
2024;Nordstrand;25-39 år;Kvinne;80.9;539;666
2024;Nordstrand;25-39 år;Mann;81.2;492;606
2024;Nordstrand;40-49 år;Begge kjønn;87.4;990;1133
2024;Nordstrand;40-49 år;Kvinne;87.9;494;562
2024;Nordstrand;40-49 år;Mann;86.9;496;571
2024;Nordstrand;50-59 år;Begge kjønn;85.1;941;1106
2024;Nordstrand;50-59 år;Kvinne;82.8;467;564
2024;Nordstrand;50-59 år;Mann;87.5;474;542
2024;Nordstrand;60-74 år;Begge kjønn;46.8;665;1420
2024;Nordstrand;60-74 år;Kvinne;40.4;296;732
2024;Nordstrand;60-74 år;Mann;53.6;369;688
2024;Bekkelaget;Alder i alt;Begge kjønn;71.8;5503;7664
2024;Bekkelaget;Alder i alt;Kvinne;70.4;2709;3850
2024;Bekkelaget;Alder i alt;Mann;73.3;2794;3814
2024;Bekkelaget;15-24 år;Begge kjønn;47.4;642;1354
2024;Bekkelaget;15-24 år;Kvinne;49.0;332;678
2024;Bekkelaget;15-24 år;Mann;45.9;310;676
2024;Bekkelaget;25-39 år;Begge kjønn;80.3;1263;1572
2024;Bekkelaget;25-39 år;Kvinne;79.6;647;813
2024;Bekkelaget;25-39 år;Mann;81.2;616;759
2024;Bekkelaget;40-49 år;Begge kjønn;90.4;1314;1454
2024;Bekkelaget;40-49 år;Kvinne;92.0;663;721
2024;Bekkelaget;40-49 år;Mann;88.8;651;733
2024;Bekkelaget;50-59 år;Begge kjønn;89.0;1387;1558
2024;Bekkelaget;50-59 år;Kvinne;87.4;680;778
2024;Bekkelaget;50-59 år;Mann;90.6;707;780
2024;Bekkelaget;60-74 år;Begge kjønn;52.0;897;1726
2024;Bekkelaget;60-74 år;Kvinne;45.0;387;860
2024;Bekkelaget;60-74 år;Mann;58.9;510;866
2024;Simensbråten;Alder i alt;Begge kjønn;72.3;5295;7327
2024;Simensbråten;Alder i alt;Kvinne;71.6;2565;3582
2024;Simensbråten;Alder i alt;Mann;72.9;2730;3745
2024;Simensbråten;15-24 år;Begge kjønn;44.7;554;1238
2024;Simensbråten;15-24 år;Kvinne;46.2;273;591
2024;Simensbråten;15-24 år;Mann;43.4;281;647
2024;Simensbråten;25-39 år;Begge kjønn;82.3;1560;1895
2024;Simensbråten;25-39 år;Kvinne;83.3;781;938
2024;Simensbråten;25-39 år;Mann;81.4;779;957
2024;Simensbråten;40-49 år;Begge kjønn;88.0;1470;1671
2024;Simensbråten;40-49 år;Kvinne;86.7;728;840
2024;Simensbråten;40-49 år;Mann;89.3;742;831
2024;Simensbråten;50-59 år;Begge kjønn;84.4;1137;1347
2024;Simensbråten;50-59 år;Kvinne;84.0;530;631
2024;Simensbråten;50-59 år;Mann;84.8;607;716
2024;Simensbråten;60-74 år;Begge kjønn;48.8;574;1176
2024;Simensbråten;60-74 år;Kvinne;43.5;253;582
2024;Simensbråten;60-74 år;Mann;54.0;321;594
2024;Lambertseter;Alder i alt;Begge kjønn;72.6;6091;8387
2024;Lambertseter;Alder i alt;Kvinne;71.5;3218;4503
2024;Lambertseter;Alder i alt;Mann;74.0;2873;3884
2024;Lambertseter;15-24 år;Begge kjønn;52.6;460;874
2024;Lambertseter;15-24 år;Kvinne;55.0;232;422
2024;Lambertseter;15-24 år;Mann;50.4;228;452
2024;Lambertseter;25-39 år;Begge kjønn;87.9;2984;3396
2024;Lambertseter;25-39 år;Kvinne;87.2;1534;1760
2024;Lambertseter;25-39 år;Mann;88.6;1450;1636
2024;Lambertseter;40-49 år;Begge kjønn;82.2;1189;1447
2024;Lambertseter;40-49 år;Kvinne;82.0;645;787
2024;Lambertseter;40-49 år;Mann;82.4;544;660
2024;Lambertseter;50-59 år;Begge kjønn;76.2;927;1216
2024;Lambertseter;50-59 år;Kvinne;75.6;512;677
2024;Lambertseter;50-59 år;Mann;77.0;415;539
2024;Lambertseter;60-74 år;Begge kjønn;36.5;531;1454
2024;Lambertseter;60-74 år;Kvinne;34.4;295;857
2024;Lambertseter;60-74 år;Mann;39.5;236;597
2024;Munkerud;Alder i alt;Begge kjønn;73.9;4899;6628
2024;Munkerud;Alder i alt;Kvinne;73.3;2441;3331
2024;Munkerud;Alder i alt;Mann;74.6;2458;3297
2024;Munkerud;15-24 år;Begge kjønn;47.0;574;1221
2024;Munkerud;15-24 år;Kvinne;51.2;314;613
2024;Munkerud;15-24 år;Mann;42.8;260;608
2024;Munkerud;25-39 år;Begge kjønn;84.9;1237;1457
2024;Munkerud;25-39 år;Kvinne;85.1;655;770
2024;Munkerud;25-39 år;Mann;84.7;582;687
2024;Munkerud;40-49 år;Begge kjønn;88.8;1405;1582
2024;Munkerud;40-49 år;Kvinne;88.6;714;806
2024;Munkerud;40-49 år;Mann;89.0;691;776
2024;Munkerud;50-59 år;Begge kjønn;89.1;1125;1263
2024;Munkerud;50-59 år;Kvinne;88.6;526;594
2024;Munkerud;50-59 år;Mann;89.5;599;669
2024;Munkerud;60-74 år;Begge kjønn;50.5;558;1105
2024;Munkerud;60-74 år;Kvinne;42.3;232;548
2024;Munkerud;60-74 år;Mann;58.5;326;557
2024;Holmlia Syd;Alder i alt;Begge kjønn;58.9;2649;4496
2024;Holmlia Syd;Alder i alt;Kvinne;56.6;1314;2321
2024;Holmlia Syd;Alder i alt;Mann;61.4;1335;2175
2024;Holmlia Syd;15-24 år;Begge kjønn;47.0;364;774
2024;Holmlia Syd;15-24 år;Kvinne;49.7;193;388
2024;Holmlia Syd;15-24 år;Mann;44.3;171;386
2024;Holmlia Syd;25-39 år;Begge kjønn;70.6;850;1204
2024;Holmlia Syd;25-39 år;Kvinne;69.9;424;607
2024;Holmlia Syd;25-39 år;Mann;71.4;426;597
2024;Holmlia Syd;40-49 år;Begge kjønn;71.5;612;856
2024;Holmlia Syd;40-49 år;Kvinne;68.2;285;418
2024;Holmlia Syd;40-49 år;Mann;74.7;327;438
2024;Holmlia Syd;50-59 år;Begge kjønn;65.4;476;728
2024;Holmlia Syd;50-59 år;Kvinne;63.7;251;394
2024;Holmlia Syd;50-59 år;Mann;67.4;225;334
2024;Holmlia Syd;60-74 år;Begge kjønn;37.2;347;934
2024;Holmlia Syd;60-74 år;Kvinne;31.3;161;514
2024;Holmlia Syd;60-74 år;Mann;44.3;186;420
2024;Holmlia Nord;Alder i alt;Begge kjønn;62.9;2733;4346
2024;Holmlia Nord;Alder i alt;Kvinne;61.7;1438;2329
2024;Holmlia Nord;Alder i alt;Mann;64.2;1295;2017
2024;Holmlia Nord;15-24 år;Begge kjønn;46.9;315;672
2024;Holmlia Nord;15-24 år;Kvinne;52.3;170;325
2024;Holmlia Nord;15-24 år;Mann;41.8;145;347
2024;Holmlia Nord;25-39 år;Begge kjønn;78.1;761;975
2024;Holmlia Nord;25-39 år;Kvinne;78.7;392;498
2024;Holmlia Nord;25-39 år;Mann;77.4;369;477
2024;Holmlia Nord;40-49 år;Begge kjønn;80.7;674;835
2024;Holmlia Nord;40-49 år;Kvinne;77.0;345;448
2024;Holmlia Nord;40-49 år;Mann;85.0;329;387
2024;Holmlia Nord;50-59 år;Begge kjønn;75.5;575;762
2024;Holmlia Nord;50-59 år;Kvinne;71.8;306;426
2024;Holmlia Nord;50-59 år;Mann;80.1;269;336
2024;Holmlia Nord;60-74 år;Begge kjønn;37.0;408;1102
2024;Holmlia Nord;60-74 år;Kvinne;35.6;225;632
2024;Holmlia Nord;60-74 år;Mann;38.9;183;470
2024;Prinsdal;Alder i alt;Begge kjønn;59.7;2742;4596
2024;Prinsdal;Alder i alt;Kvinne;56.3;1208;2144
2024;Prinsdal;Alder i alt;Mann;62.6;1534;2452
2024;Prinsdal;15-24 år;Begge kjønn;44.1;368;835
2024;Prinsdal;15-24 år;Kvinne;46.1;190;412
2024;Prinsdal;15-24 år;Mann;42.1;178;423
2024;Prinsdal;25-39 år;Begge kjønn;68.3;828;1212
2024;Prinsdal;25-39 år;Kvinne;63.3;352;556
2024;Prinsdal;25-39 år;Mann;72.6;476;656
2024;Prinsdal;40-49 år;Begge kjønn;72.2;662;917
2024;Prinsdal;40-49 år;Kvinne;70.5;303;430
2024;Prinsdal;40-49 år;Mann;73.7;359;487
2024;Prinsdal;50-59 år;Begge kjønn;72.2;574;795
2024;Prinsdal;50-59 år;Kvinne;69.5;246;354
2024;Prinsdal;50-59 år;Mann;74.4;328;441
2024;Prinsdal;60-74 år;Begge kjønn;37.0;310;837
2024;Prinsdal;60-74 år;Kvinne;29.8;117;392
2024;Prinsdal;60-74 år;Mann;43.4;193;445
2024;Bjørnerud;Alder i alt;Begge kjønn;57.1;3021;5290
2024;Bjørnerud;Alder i alt;Kvinne;53.7;1446;2692
2024;Bjørnerud;Alder i alt;Mann;60.6;1575;2598
2024;Bjørnerud;15-24 år;Begge kjønn;45.6;433;950
2024;Bjørnerud;15-24 år;Kvinne;46.8;223;477
2024;Bjørnerud;15-24 år;Mann;44.4;210;473
2024;Bjørnerud;25-39 år;Begge kjønn;70.7;1104;1562
2024;Bjørnerud;25-39 år;Kvinne;65.5;524;800
2024;Bjørnerud;25-39 år;Mann;76.1;580;762
2024;Bjørnerud;40-49 år;Begge kjønn;68.4;670;980
2024;Bjørnerud;40-49 år;Kvinne;66.1;328;496
2024;Bjørnerud;40-49 år;Mann;70.7;342;484
2024;Bjørnerud;50-59 år;Begge kjønn;60.2;517;859
2024;Bjørnerud;50-59 år;Kvinne;51.5;228;443
2024;Bjørnerud;50-59 år;Mann;69.5;289;416
2024;Bjørnerud;60-74 år;Begge kjønn;31.6;297;939
2024;Bjørnerud;60-74 år;Kvinne;30.0;143;476
2024;Bjørnerud;60-74 år;Mann;33.3;154;463
2024;Mortensrud;Alder i alt;Begge kjønn;64.1;2650;4132
2024;Mortensrud;Alder i alt;Kvinne;61.1;1221;1998
2024;Mortensrud;Alder i alt;Mann;67.0;1429;2134
2024;Mortensrud;15-24 år;Begge kjønn;49.8;361;725
2024;Mortensrud;15-24 år;Kvinne;53.3;188;353
2024;Mortensrud;15-24 år;Mann;46.5;173;372
2024;Mortensrud;25-39 år;Begge kjønn;73.7;717;973
2024;Mortensrud;25-39 år;Kvinne;70.9;337;475
2024;Mortensrud;25-39 år;Mann;76.3;380;498
2024;Mortensrud;40-49 år;Begge kjønn;79.2;609;769
2024;Mortensrud;40-49 år;Kvinne;77.6;291;375
2024;Mortensrud;40-49 år;Mann;80.7;318;394
2024;Mortensrud;50-59 år;Begge kjønn;77.1;586;760
2024;Mortensrud;50-59 år;Kvinne;71.4;250;350
2024;Mortensrud;50-59 år;Mann;82.0;336;410
2024;Mortensrud;60-74 år;Begge kjønn;41.7;377;905
2024;Mortensrud;60-74 år;Kvinne;34.8;155;445
2024;Mortensrud;60-74 år;Mann;48.3;222;460
2024;Bjørndal;Alder i alt;Begge kjønn;57.5;4023;6992
2024;Bjørndal;Alder i alt;Kvinne;53.7;1860;3466
2024;Bjørndal;Alder i alt;Mann;61.3;2163;3526
2024;Bjørndal;15-24 år;Begge kjønn;46.8;688;1469
2024;Bjørndal;15-24 år;Kvinne;48.1;350;728
2024;Bjørndal;15-24 år;Mann;45.6;338;741
2024;Bjørndal;25-39 år;Begge kjønn;67.3;1306;1941
2024;Bjørndal;25-39 år;Kvinne;64.0;625;976
2024;Bjørndal;25-39 år;Mann;70.6;681;965
2024;Bjørndal;40-49 år;Begge kjønn;66.5;846;1272
2024;Bjørndal;40-49 år;Kvinne;59.7;392;657
2024;Bjørndal;40-49 år;Mann;73.8;454;615
2024;Bjørndal;50-59 år;Begge kjønn;65.7;788;1199
2024;Bjørndal;50-59 år;Kvinne;60.0;355;592
2024;Bjørndal;50-59 år;Mann;71.3;433;607
2024;Bjørndal;60-74 år;Begge kjønn;35.6;395;1111
2024;Bjørndal;60-74 år;Kvinne;26.9;138;513
2024;Bjørndal;60-74 år;Mann;43.0;257;598
