aargang;geografi;geografi.1;kjoenn;aldersgrupper;sysselsatte;andeler;befolkning
2024;102;Grønland;Mann;15-24 år;263;59.2;444
2024;102;Grønland;Kvinne;15-24 år;271;58.5;463
2024;102;Grønland;Mann;25-39 år;1890;82.3;2296
2024;102;Grønland;Kvinne;25-39 år;1554;78.9;1969
2024;102;Grønland;Mann;40-49 år;611;71.2;858
2024;102;Grønland;Kvinne;40-49 år;339;63.1;537
2024;102;Grønland;Mann;50-59 år;337;61.8;545
2024;102;Grønland;Kvinne;50-59 år;195;49.9;391
2024;102;Grønland;Mann;60 -74 år;177;37.8;468
2024;102;Grønland;Kvinne;60 -74 år;103;30.7;335
2024;103;Enerhaugen;Mann;15-24 år;201;51.0;394
2024;103;Enerhaugen;Kvinne;15-24 år;224;57.7;388
2024;103;Enerhaugen;Mann;25-39 år;1303;85.7;1521
2024;103;Enerhaugen;Kvinne;25-39 år;1372;83.9;1635
2024;103;Enerhaugen;Mann;40-49 år;483;76.4;632
2024;103;Enerhaugen;Kvinne;40-49 år;339;70.8;479
2024;103;Enerhaugen;Mann;50-59 år;314;70.7;444
2024;103;Enerhaugen;Kvinne;50-59 år;215;65.0;331
2024;103;Enerhaugen;Mann;60 -74 år;135;41.3;327
2024;103;Enerhaugen;Kvinne;60 -74 år;83;33.2;250
2024;104;Nedre Tøyen;Mann;15-24 år;132;53.9;245
2024;104;Nedre Tøyen;Kvinne;15-24 år;149;58.4;255
2024;104;Nedre Tøyen;Mann;25-39 år;952;82.6;1152
2024;104;Nedre Tøyen;Kvinne;25-39 år;1002;79.5;1260
2024;104;Nedre Tøyen;Mann;40-49 år;263;70.3;374
2024;104;Nedre Tøyen;Kvinne;40-49 år;194;58.6;331
2024;104;Nedre Tøyen;Mann;50-59 år;132;53.0;249
2024;104;Nedre Tøyen;Kvinne;50-59 år;108;54.3;199
2024;104;Nedre Tøyen;Mann;60 -74 år;46;23.7;194
2024;104;Nedre Tøyen;Kvinne;60 -74 år;34;20.2;168
2024;105;Kampen;Mann;15-24 år;108;53.2;203
2024;105;Kampen;Kvinne;15-24 år;83;52.2;159
2024;105;Kampen;Mann;25-39 år;614;87.6;701
2024;105;Kampen;Kvinne;25-39 år;661;87.2;758
2024;105;Kampen;Mann;40-49 år;228;77.6;294
2024;105;Kampen;Kvinne;40-49 år;248;79.7;311
2024;105;Kampen;Mann;50-59 år;173;74.2;233
2024;105;Kampen;Kvinne;50-59 år;180;75.6;238
2024;105;Kampen;Mann;60 -74 år;91;46.9;194
2024;105;Kampen;Kvinne;60 -74 år;88;34.9;252
2024;106;Vålerenga;Mann;15-24 år;146;46.8;312
2024;106;Vålerenga;Kvinne;15-24 år;142;51.1;278
2024;106;Vålerenga;Mann;25-39 år;745;80.0;931
2024;106;Vålerenga;Kvinne;25-39 år;848;85.6;991
2024;106;Vålerenga;Mann;40-49 år;374;74.9;499
2024;106;Vålerenga;Kvinne;40-49 år;372;77.7;479
2024;106;Vålerenga;Mann;50-59 år;281;66.3;424
2024;106;Vålerenga;Kvinne;50-59 år;270;72.2;374
2024;106;Vålerenga;Mann;60 -74 år;140;41.5;337
2024;106;Vålerenga;Kvinne;60 -74 år;108;36.0;300
2024;108;Kværnerbyen;Mann;15-24 år;184;50.3;366
2024;108;Kværnerbyen;Kvinne;15-24 år;242;59.0;410
2024;108;Kværnerbyen;Mann;25-39 år;1902;88.9;2140
2024;108;Kværnerbyen;Kvinne;25-39 år;1809;86.2;2098
2024;108;Kværnerbyen;Mann;40-49 år;734;83.2;882
2024;108;Kværnerbyen;Kvinne;40-49 år;528;78.6;672
2024;108;Kværnerbyen;Mann;50-59 år;395;76.0;520
2024;108;Kværnerbyen;Kvinne;50-59 år;342;76.2;449
2024;108;Kværnerbyen;Mann;60 -74 år;188;48.8;385
2024;108;Kværnerbyen;Kvinne;60 -74 år;180;43.1;418
2024;109;Bispevika;Mann;15-24 år;96;64.9;148
2024;109;Bispevika;Kvinne;15-24 år;139;73.5;189
2024;109;Bispevika;Mann;25-39 år;673;83.3;808
2024;109;Bispevika;Kvinne;25-39 år;586;80.7;726
2024;109;Bispevika;Mann;40-49 år;317;81.5;389
2024;109;Bispevika;Kvinne;40-49 år;189;75.6;250
2024;109;Bispevika;Mann;50-59 år;274;82.3;333
2024;109;Bispevika;Kvinne;50-59 år;222;81.9;271
2024;109;Bispevika;Mann;60 -74 år;174;59.0;295
2024;109;Bispevika;Kvinne;60 -74 år;121;50.0;242
2024;110;Ensjø;Mann;15-24 år;311;60.6;513
2024;110;Ensjø;Kvinne;15-24 år;369;65.1;567
2024;110;Ensjø;Mann;25-39 år;2792;91.9;3039
2024;110;Ensjø;Kvinne;25-39 år;2783;89.7;3101
2024;110;Ensjø;Mann;40-49 år;925;87.7;1055
2024;110;Ensjø;Kvinne;40-49 år;695;81.3;855
2024;110;Ensjø;Mann;50-59 år;486;82.9;586
2024;110;Ensjø;Kvinne;50-59 år;388;80.2;484
2024;110;Ensjø;Mann;60 -74 år;191;42.9;445
2024;110;Ensjø;Kvinne;60 -74 år;184;36.0;511
2024;111;Etterstad;Mann;15-24 år;90;49.2;183
2024;111;Etterstad;Kvinne;15-24 år;75;45.5;165
2024;111;Etterstad;Mann;25-39 år;496;91.2;544
2024;111;Etterstad;Kvinne;25-39 år;560;87.8;638
2024;111;Etterstad;Mann;40-49 år;301;87.8;343
2024;111;Etterstad;Kvinne;40-49 år;332;86.7;383
2024;111;Etterstad;Mann;50-59 år;210;81.4;258
2024;111;Etterstad;Kvinne;50-59 år;199;74.8;266
2024;111;Etterstad;Mann;60 -74 år;121;40.2;301
2024;111;Etterstad;Kvinne;60 -74 år;94;25.3;371
2024;201;Grünerløkka vest;Mann;15-24 år;384;64.0;600
2024;201;Grünerløkka vest;Kvinne;15-24 år;486;66.4;732
2024;201;Grünerløkka vest;Mann;25-39 år;1680;80.3;2091
2024;201;Grünerløkka vest;Kvinne;25-39 år;1443;80.6;1791
2024;201;Grünerløkka vest;Mann;40-49 år;480;76.2;630
2024;201;Grünerløkka vest;Kvinne;40-49 år;315;71.3;442
2024;201;Grünerløkka vest;Mann;50-59 år;324;72.5;447
2024;201;Grünerløkka vest;Kvinne;50-59 år;232;69.5;334
2024;201;Grünerløkka vest;Mann;60 -74 år;120;38.3;313
2024;201;Grünerløkka vest;Kvinne;60 -74 år;108;35.1;308
2024;202;Grünerløkka øst;Mann;15-24 år;203;63.4;320
2024;202;Grünerløkka øst;Kvinne;15-24 år;319;70.0;456
2024;202;Grünerløkka øst;Mann;25-39 år;1077;83.6;1288
2024;202;Grünerløkka øst;Kvinne;25-39 år;1122;85.3;1315
2024;202;Grünerløkka øst;Mann;40-49 år;298;81.6;365
2024;202;Grünerløkka øst;Kvinne;40-49 år;214;72.5;295
2024;202;Grünerløkka øst;Mann;50-59 år;185;67.0;276
2024;202;Grünerløkka øst;Kvinne;50-59 år;161;75.2;214
2024;202;Grünerløkka øst;Mann;60 -74 år;70;43.5;161
2024;202;Grünerløkka øst;Kvinne;60 -74 år;47;33.8;139
2024;203;Dælenenga;Mann;15-24 år;140;60.9;230
2024;203;Dælenenga;Kvinne;15-24 år;207;69.0;300
2024;203;Dælenenga;Mann;25-39 år;926;83.5;1109
2024;203;Dælenenga;Kvinne;25-39 år;941;83.5;1127
2024;203;Dælenenga;Mann;40-49 år;239;74.7;320
2024;203;Dælenenga;Kvinne;40-49 år;159;67.7;235
2024;203;Dælenenga;Mann;50-59 år;169;66.3;255
2024;203;Dælenenga;Kvinne;50-59 år;104;65.0;160
2024;203;Dælenenga;Mann;60 -74 år;67;36.2;185
2024;203;Dælenenga;Kvinne;60 -74 år;63;40.6;155
2024;204;Rodeløkka;Mann;15-24 år;280;58.3;480
2024;204;Rodeløkka;Kvinne;15-24 år;388;65.9;589
2024;204;Rodeløkka;Mann;25-39 år;1768;85.7;2064
2024;204;Rodeløkka;Kvinne;25-39 år;1820;86.7;2099
2024;204;Rodeløkka;Mann;40-49 år;527;78.3;673
2024;204;Rodeløkka;Kvinne;40-49 år;424;78.7;539
2024;204;Rodeløkka;Mann;50-59 år;341;68.5;498
2024;204;Rodeløkka;Kvinne;50-59 år;293;72.7;403
2024;204;Rodeløkka;Mann;60 -74 år;182;42.7;426
2024;204;Rodeløkka;Kvinne;60 -74 år;149;39.6;376
2024;205;Sinsen;Mann;15-24 år;220;63.2;348
2024;205;Sinsen;Kvinne;15-24 år;340;65.9;516
2024;205;Sinsen;Mann;25-39 år;2119;85.8;2471
2024;205;Sinsen;Kvinne;25-39 år;2109;86.4;2441
2024;205;Sinsen;Mann;40-49 år;544;76.2;714
2024;205;Sinsen;Kvinne;40-49 år;383;77.1;497
2024;205;Sinsen;Mann;50-59 år;307;70.3;437
2024;205;Sinsen;Kvinne;50-59 år;232;72.0;322
2024;205;Sinsen;Mann;60 -74 år;109;33.6;324
2024;205;Sinsen;Kvinne;60 -74 år;102;37.5;272
2024;206;Sofienberg;Mann;15-24 år;253;65.4;387
2024;206;Sofienberg;Kvinne;15-24 år;369;72.8;507
2024;206;Sofienberg;Mann;25-39 år;2115;85.9;2461
2024;206;Sofienberg;Kvinne;25-39 år;2171;87.6;2477
2024;206;Sofienberg;Mann;40-49 år;561;77.7;722
2024;206;Sofienberg;Kvinne;40-49 år;433;80.0;541
2024;206;Sofienberg;Mann;50-59 år;307;65.9;466
2024;206;Sofienberg;Kvinne;50-59 år;265;72.4;366
2024;206;Sofienberg;Mann;60 -74 år;139;43.3;321
2024;206;Sofienberg;Kvinne;60 -74 år;113;34.7;326
2024;208;Løren;Mann;15-24 år;264;50.0;528
2024;208;Løren;Kvinne;15-24 år;363;61.6;589
2024;208;Løren;Mann;25-39 år;2455;89.8;2733
2024;208;Løren;Kvinne;25-39 år;2453;88.4;2776
2024;208;Løren;Mann;40-49 år;798;85.5;933
2024;208;Løren;Kvinne;40-49 år;681;82.9;821
2024;208;Løren;Mann;50-59 år;449;81.2;553
2024;208;Løren;Kvinne;50-59 år;385;76.5;503
2024;208;Løren;Mann;60 -74 år;236;46.2;511
2024;208;Løren;Kvinne;60 -74 år;170;33.3;510
2024;209;Hasle;Mann;15-24 år;105;40.4;260
2024;209;Hasle;Kvinne;15-24 år;126;51.6;244
2024;209;Hasle;Mann;25-39 år;819;90.4;906
2024;209;Hasle;Kvinne;25-39 år;869;90.0;966
2024;209;Hasle;Mann;40-49 år;491;92.1;533
2024;209;Hasle;Kvinne;40-49 år;506;90.4;560
2024;209;Hasle;Mann;50-59 år;311;87.1;357
2024;209;Hasle;Kvinne;50-59 år;321;83.2;386
2024;209;Hasle;Mann;60 -74 år;118;51.3;230
2024;209;Hasle;Kvinne;60 -74 år;113;36.2;312
2024;301;Iladalen;Mann;15-24 år;230;65.0;354
2024;301;Iladalen;Kvinne;15-24 år;329;72.3;455
2024;301;Iladalen;Mann;25-39 år;1985;88.2;2251
2024;301;Iladalen;Kvinne;25-39 år;2147;90.1;2384
2024;301;Iladalen;Mann;40-49 år;467;80.5;580
2024;301;Iladalen;Kvinne;40-49 år;384;81.9;469
2024;301;Iladalen;Mann;50-59 år;243;69.4;350
2024;301;Iladalen;Kvinne;50-59 år;221;70.2;315
2024;301;Iladalen;Mann;60 -74 år;116;37.4;310
2024;301;Iladalen;Kvinne;60 -74 år;114;39.4;289
2024;302;Sagene;Mann;15-24 år;141;56.4;250
2024;302;Sagene;Kvinne;15-24 år;199;62.0;321
2024;302;Sagene;Mann;25-39 år;1151;89.2;1290
2024;302;Sagene;Kvinne;25-39 år;1408;89.8;1568
2024;302;Sagene;Mann;40-49 år;286;80.8;354
2024;302;Sagene;Kvinne;40-49 år;309;75.9;407
2024;302;Sagene;Mann;50-59 år;201;78.8;255
2024;302;Sagene;Kvinne;50-59 år;219;78.5;279
2024;302;Sagene;Mann;60 -74 år;104;47.1;221
2024;302;Sagene;Kvinne;60 -74 år;81;31.8;255
